,sentiment,content
37431,8,good morning
37432,5,thank you you guys did awesome things for my blog tonight so grateful
37433,8,that sounds awesome
37434,7,diversity diversity diversity todayyyyyy
37435,9,thanks for the followfriday right back atcha
37436,4,getting ready to go study outside while having some fun in such nice sunny day
37437,5,pretty black top with flowers in pink hues
37438,7,in newcastle enjoying the family with mum on mother day for the st time in years
37439,3,definitely will although with the caveat that normally only read non fiction but have more in recent years read novels
37440,7,kakabalik lang from tarlac good aftie
37441,11,thanks have fun at work lol xxx
37442,8,going for walk in mme to test out new hiking equipment telescopic trekking poles boots coolmax socks
37443,9,is skyping with family
37444,4,bill absolutely fantastic programme loved the cow bell bit towards the end
37445,5,someone just admitted to having crush on me that cool
37446,8,am soooo saying this phrase now stop be so false thanks to some hater yoda person goodnight and stop be so false
37447,7,why do people have be so deceitful and unreal but my love for steve jones and channing tatum has been renewed lol their soo nice
37448,6,rather than outdated bigoted at worst and outdated patronising imperialist monoculturalist self righteous at best
37449,8,freestyle exam
37450,12,jfufnfwucnbqjic im bored
37451,8,morning romina
37452,7,just got back from km run it was really good
37453,5,thanks for the add ll try again signing in later when get home if still no such luck then ll email someone
37454,8,is this really calvin harris
37455,9,everything is better with bag of weed
37456,11,somebody calls you and you answer quite slowly girl with kaleidoscope eyes yeah im normal
37457,8,bbq party
37458,12,it cant be that good if your twittering instead of watching it xx
37459,9,finally made it through dead space that only took half year
37460,7,oh and cali plans are go might get to see da too and she my hero and rocks my socks
37461,12,getting ready to go to brighton to find myself new suit from greshamblake sunday me time
37462,12,has stuff to do but refuses to do them
37463,5,is at work gettin paid to sit on my arse as there are no guests down yet mum is comin up after eexcited
37464,5,thanks for coming out cuz
37465,5,learnt something new today
37466,8,they are my shoes circa is the brand name
37467,12,ugh can not sleep and it reallyy gettin to me gahif pisses me off so bad sometimes atleast know who my friends are
37468,11,thankfully no why are you still up
37469,7,ok love it melika come on do your make up like this next time we go out
37470,4,haha did many times before
37471,5,whered you end up going stayed in watched snl one of the funnier shows theyve done this season
37472,4,are all coming out today we could go to the graveyard hoorayy
37473,11,mmmmm my hair smells guuud the wonders of pantien
37474,11,bet they did some people have no ideia or standards have lovely time the pair of you
37475,11,cavs has the easier route than denver
37476,8,umm ok you sound verry proud of yourselff bubb
37477,6,lol nah of course you ll get the dvd first since you ve already ordered it ll sign up to bebo on tuesday then lol xx
37478,5,well it nice to see you have great day and tweet again soon
37479,12,time to wind down and relax little can only change the world little through twitter each evening the rest will be up to others
37480,5,glad the zoo was fun and you had great mothers day hun
37481,8,new on twitter
37482,4,completely dishwasher safe except that the pattern might come off blue coat humour at its best three cheers for viz
37483,7,happy mother day
37484,8,thanks buddi and it no problem your my friend yah should post more pics of london nothing much really
37485,7,yet another good weekend with someone sigh man like the boy
37486,12,up late again see you missed great time at donny birthday remember to call him on monday
37487,11,well will send out an email and you all can pick your fave cake and ice cream flavor and the cup part is belgian chocolate
37488,7,happy ther day ms rhix
37489,8,fab new pic by the way
37490,7,someone left me an anonymous card thank you it was incredible
37491,4,it iq is high when it comes to knowledge about how to swim round round in the bowl
37492,8,or you could geocode the events with the api
37493,9,nope its for the st time we invited her at ssm and she very graceful accepted it
37494,12,up and about on sunday morning after about hours sleep and alcohol should definitely be studied
37495,4,grace funzen magic mood tool for keeping her cool in the pool of real life which is now yours too
37496,5,good morning everyone it nice day iloveitwhen the sun is shining and now going to write some stuff
37497,5,every time you write tweet the always make me smile just had to let you no
37498,5,for nearly month so exciting
37499,8,she unassuming and unpretentious she just as suppose that why she so endearing because we can relate to her
37500,4,did see it looks so retro would not say no to rerecordings fans loved given one change you have cs fans
37501,9,sure you left the audience awestruck katherine looking forward to reading some wonderful reports
37502,11,yay you re on twitter
37503,11,found controls for left hand people like me on twitterrific excellent
37504,5,had had baked dinner yummy cant wait for new short stack tv what kind of dips shall it be
37505,4,haha sounds like your going to have heaps of fun xx
37506,8,okay about to crawl into bed and ummm ummm we are about to talk we need to talk about somethings good night tweeters
37507,12,just glad that you did not think that star trek did not live up to its hype and was not waste of your time and money
37508,5,was quite amusing watching pangaea sing killah priest guess he will not be featuring on their album
37509,4,mikeywayday count me in
37510,8,thanx peeps following me
37511,8,will continue my dramathon episode here come
37512,8,she still got it going on
37513,8,btwn the two prefer seconds for me datapoint evokes danapoint or data from star trek tng just my
37514,8,cool rite
37515,8,ooh know it can hold your hand
37516,8,it will be in june july
37517,5,sounds like perfect way to spend sunday evening enjoy
37518,5,yesterday was awesome sunny day best friends good food tons of fun what more could you ask for
37519,4,hey guys we just wanted to announce marathon so let just say get ready for couple episodes
37520,10,sorry gpgmail
37521,12,was thinking that too this morning do not worry it soon passes
37522,8,you re welcome going to repost several times to get the message out maybe help another dog
37523,8,yep do
37524,8,it always time for coffee
37525,8,yay dont have one lol all of my clothes go in draws dont have many and need place for my high heel shoes
37526,3,word to yer mother
37527,8,pineapple rocks bud
37528,4,lol you gooot that riiight mean how can you not twatt about something so cool xd
37529,8,thank you jonas
37530,5,dear journal had sex with earl tonight it was the most amazing thirty seconds of my life
37531,7,checked out green day on demand saw the new live videos were right they did blow my mind love sgb even more all the time mom
37532,3,happy robbie drank good bit as long as he does not wake up sick
37533,5,had cracking night last night do not think ve ever laughed so much nice lazy day today woop
37534,8,no ce tare is tin castile pe urechi si am dat drumu la muzichii bun asa cred ca vopseaua afectat rau
37535,7,had so much fun with my bffs and iyla love you
37536,7,you re so sweet
37537,4,ah great will have fiddle later and see what can figure out
37538,7,just saw it tonight as well great movie hope you re well mate cheers
37539,8,in fact apparently was your first follower before himself um embarrassed now
37540,3,moving is great especially if lots of them help
37541,7,how sweet heart to heart talk with mom
37542,5,just got eminem tix for friday
37543,5,woo hoo congratulations
37544,9,guess ll use twitterfox for while now
37545,8,printchick thx for sharen luv it
37546,10,hellooo how are you gosh miss seeing you around thought of you last night when had some amarula
37547,2,this is status update to twitter from ice timestamp sun may cest
37548,12,have both her cds and know them both by heart really tal you think you can intro me to country music
37549,6,got little scare tonight couldnt fall back to sleep so started working on my digital imaging project looking good
37550,8,woke up at then fell back to sleep woke up at and back to sleep again woke up at and staying awake morning
37551,5,fabulous combination till it arrives the bill comes fun chatting to you have good sunday
37552,5,up and at work im ina good mood
37553,10,sorry for that
37554,3,has found free wifi point and it sunny
37555,12,send movie recommendations my way please anyone
37556,11,seriously link plzz
37557,7,celebrating my mother and also celebrating my legacy as woman of god
37558,8,hiyahh karen always listnin to the show on morning tweet backk
37559,12,what happened doctors do not get sick hope you get well soon
37560,3,np mate was great meeting you in prague
37561,12,and have gentleman agreement whoever wins the first match or is it best of three pays for the other person copy
37562,10,everybody needs some time on thier own guns roses
37563,8,so after church went to the mall with my parents got new backpack that can fit all my schoolbooks and my laptop
37564,5,is up coffee in hand with laminate floor to lay then footy to watch and play living the dream
37565,12,no deal want it as well as my netbook and iphone please
37566,7,ordered mine thank you
37567,12,epic day night disappointing loss canucks but watching star trek made it so much better live long prosper friends night
37568,12,that you got to see your bubb
37569,4,gonna walk around for an hour now but totally motivated wahahaha
37570,5,welcome home babe
37571,8,my first ruby app let see how far get pww
37572,4,guess that both good and bad moving is not an option guess mhm so are you hehe we have same time
37573,8,star trek is really good loved it too
37574,4,did yay where did get that extra from hmm anyway going to be partying hard when get it
37575,5,mm films usually handled at fuji oh met girl at san diego kwento soon miss youuu
37576,6,why is it that america celebrates mother day on different day to england anyhooo happy mother day all american mumzys
37577,6,yes but they hate it when we do it silly boys
37578,5,fab wedding yesterday feet still sore from dancing so must be good sign glad to wake up in my own bed this morning
37579,5,enjoy sounds idyllic and geordiebird has lost her bikini perfect holiday
37580,5,is back at home had great day
37581,6,can not wait for live it ages away but still should do and plan what going to wear lol
37582,8,yeh merch shopping to look fab
37583,4,just finished watching my copy of the twilight dvd ganda ng mga deleted and extended scenes
37584,5,lala little girl love these new songs ve answered love to all you freaky twitter guys
37585,7,am so proud of you
37586,8,ashley tisdale love the shades girl
37587,5,man only thing would chng about vegas is those british boys wayyyy to hot
37588,8,like your new profile pic very cute
37589,5,roast was yummy think mum was impressed
37590,5,love being in charge
37591,12,ve added new icon to the feedicon database have some fun with it
37592,11,first surprise birthday ever best night ve had in damn long time
37593,4,your face makes people laugh cause you re so ugly so you re half way there
37594,5,barely awake eating breakfast marathon morning good luck to all the racers and happy mother day
37595,2,having my hair dyed today ugh im bored still tired from friday lol swear down bossman
37596,7,it was on march nd in uk today all quiet here regarding mothers day very sweet of to wish though thanks
37597,7,self portrait week would you like to join in
37598,7,my brother is making banana shake yesterday he made mango shake he our shake guy
37599,5,hala you re finally here
37600,5,do not use it but heard that powershell is nice
37601,6,stop making assumptions about me when you dont even fucking know me haha stupid bitches thanks for defending me matthew
37602,9,got it
37603,2,come overhere then the dutch do not dub might go in an hour bringtaraback
37604,8,then google vs twitter mother day vs mothers day mother day web type mothers day is social media web
37605,4,sang on xbox lips and drunk beer my weekend rocks so far
37606,5,think im becoming obsessed with mgmt kids
37607,5,its ok saw with joey thought looked interesting like the same things on sanctuarysunday
37608,11,ooopps over slept is it really am best get up then and get my shizzle in gear
37609,5,dyed my hair back to super black again
37610,8,thnx the support girl ppl like ooh should not say that but why can not we say something that we honestly feel know
37611,4,ishra haha cassie ventura not after her haircut where were you yesterday during the beat music awards
37612,5,tiesto in vicky park how excellent
37613,11,had the best italian meal ever last night twas godly thinks we may get our kitty cat today
37614,7,luv you sissy
37615,11,just came back from my first city rooftop party man even when you re next to the new yorker bldg it still gets pretty windy up there
37616,5,extremely excited days behind you
37617,5,watching merlin omg he is cute
37618,12,rather sit on bench with friendly psychiatric patient than go party with some cool person
37619,2,uploading photos on facebook friendster myspace later
37620,10,just showin some love to ya and really gonna miss greg beeman directing next season ya ll commentaries so funny
37621,8,doin the crocodile rock
37622,3,ooh yay its been forevs since last ss tv baked dinner is so good how yummy had prawns xx
37623,5,star trek what great sunday
37624,8,days till beyonce
37625,4,sounds nice if you try the recipe you gotta tell me how it turned out
37626,8,ping pong tomorrow
37627,10,lmao ve never met anyone who liked caramel this much
37628,4,you too cloudy day here in madrid typical spring day
37629,8,sleeping on the wooden couch tonight
37630,10,shame freud can not follow up on those implications
37631,10,chris pine zachary quinto and leonard nimoy on snl tonight was quite possibly the most fun ve had geeking out in long time
37632,12,morning all something for the weekend and leftover dominos noiiiiice
37633,5,good day to all of you another lindy day today level free tester at olympiou diamanti th floor thessaloniki
37634,7,really worth watching at the cinema mum really enjoyed it
37635,8,it entirely possible
37636,5,bahah that would be really funny she would be really cut haha
37637,9,ooo wish was her he hot
37638,8,good too thanks so you had nice evening with your father that cool thanks for the link btw
37639,7,my mom does not have twitter but imma post this anyway love you mommy
37640,10,oh it not the mothers day in france but in germany and in the usa that is it
37641,6,haha fucking hell know ay shit son he just making trouble we could take him
37642,11,you re welcome
37643,7,love me love me say that you love me
37644,7,very succesful cancertown launch yesterday
37645,5,the night continues my fav mazie kristina ericka robin
37646,5,chilling
37647,4,know sleep is so over rated who needs it right
37648,7,aaaaawhh you re so cute
37649,11,wow cute pic
37650,12,maybe missed my chance this time
37651,12,already here see you there
37652,12,do you ever get the idea that your are completely talking to yourself on twitter
37653,8,sure you consider it if they offerred the right price
37654,7,happy mother day to all our moms
37655,12,not universal see for details
37656,4,haha like you default picture meow
37657,8,glad went out glad did not leave early and glad to be afterpartying it up beth back
37658,7,happy mothers day mommy love you so much dono what id do without you
37659,7,this is true clean clothes is very good thing enjoy your day love your new avatar btw
37660,5,funnily enough roland is president of my social club
37661,7,happy mothers day to all the twitter moms sent my own mom very sleepy video by phone and called after
37662,7,aw you re the best it means lot to me that you say that can not wait to hang with you again hopefully soon
37663,8,going out barbeque maybe
37664,8,sleep sounds good right about now
37665,5,greys anatomy is so fuckn awesome atm
37666,8,days till brighton
37667,3,this was the first
37668,5,still in bed enjoying the spring sunshine streaming in the window woke at am rigid extreme pain and exhausted but positive today
37669,8,yep good morning to you all or night or evening or whatever xd
37670,12,with emma going see diversity today
37671,4,the cuckoo is back this year model starts chirping at am instead of am
37672,4,well what can say you do look hot in your pic that gotta work for most of us
37673,11,finally went and found some of the songs we sang in church in wellington online was easier than expected yay google fb
37674,12,ve got my essay plan written out now looking for couple of references then ll get writing
37675,5,wishing happy mothers day
37676,8,starting twitter
37677,7,or wonderful talking alarm call from phone or bed side alarm call can just imagine the wake up messages lol
37678,2,good morning
37679,3,you geek
37680,5,yehh just signed
37681,11,not going to dwell on it it happened it passed just shame as he was so supportive such is life
37682,7,my home made red velvet cupcakes were pretty damn good now to master the frosting goodnight
37683,7,did you see my message mandingo jr lol hope its music ll like
37684,5,decaf can do some teas late but never coffee id fly around the room justin timberlake hosted funny sketch samberg
37685,12,happy mothers day to all the mummies oxoxo
37686,5,alison is great around miley love to meet her when you see her can you tell her to give shoutout to fan
37687,12,naplan testing tuesday wednesday thursday afraid about the maths one english not so much
37688,12,it just click without subscription needed vote for my tweet on in today best list
37689,7,you like sweeney todd too best movie
37690,8,ooh new bonkers is out tomorrow nearly forgot about that
37691,11,morning how are you
37692,9,have not slept this good in such long time feel great
37693,11,oh cool gonna crash and sleep have been like some hours working lol
37694,8,yeah it is thanks
37695,5,enjoy and congrats thanks for the recipe we ll do it tomorrow morning
37696,4,sewing things is nice feel crafty and productive and foxy
37697,7,feeling very grateful for such great mum and family
37698,11,bread in the oven room cleaned almost done with the things on the list for today
37699,3,thank you
37700,7,you givein lady ga ga arun for her money in that get up hee hee love it
37701,5,just printed my mom an amazon gift card for happy mothers day talk about last minute
37702,8,sending blessings out to
37703,9,came tantalizingly close to acing facebook communism quiz one question has hope britain will be next communist as correct answer
37704,8,about to enjoy the silence
37705,5,it all good the next months are going to be awesome
37706,8,howdyyy
37707,5,good morning everyone hope you al have lovely sunday and do hope it doesnt rain tomorrow
37708,8,mm it was cold in your shadow anyway ooh monday
37709,5,getting ready to leave school on wednesday
37710,4,my favourite photo that took from last night can not wait to see pics
37711,7,you guys rocked it tonight in la love ya guys and cab wait to see another awesome show soon
37712,12,yeah ecpm is going up and down badly hope things improve
37713,12,sure you ll be fine have you learnt it
37714,5,efteling was great had nice time with family had dinner forget my keys in the car hmmm bless the anwb back in germany now
37715,4,always forget how much fun kyle is
37716,5,just woke up gonna have shower and go to nan for mother day lunch happy mother day
37717,9,ah finally at home in my comfy bed goodnight
37718,4,just have been away for years not playing sims but world of warcraft
37719,8,trying to put down some veggie soup and watching bride wars while my body recovers hope ll spring back tomorrow
37720,12,very happy mother day to all mothers out there mamma mia abba
37721,9,god bless you my dear friend
37722,8,let me dream about my spock now goodnight
37723,12,number my next tweet must be something really special
37724,8,right now it is am ugghhh
37725,8,happy momies day
37726,5,aly aj new album this summer yay
37727,8,jon lakers video blackberry
37728,11,lol that from last winter only few months ago december in seattle felt like siberia this last winter
37729,8,your mad
37730,7,sending you love on mother day and wishing you more happiness in the days ahead
37731,7,surprised your bf did not want to play with although that would require another guitar glad had fun
37732,7,omg booth hallucination in the latest epi of bones is absolutely brilliant you re gud lookin guy if keep an open mind lol
37733,7,morning david have safe journey and enjoy your time in the states xxx
37734,7,yayy cant wait to see them
37735,4,well that good and fast learner mmm zachary be prepared me randomly mention him at any given time he yummy
37736,12,hay wats ur aim we should chat
37737,8,good morning good old germany wanna say hello to new york not in love not really
37738,5,im exploring my home xd back from vacation nice to be home
37739,5,is about to eat hot link torta
37740,5,thanks lot you re very kind just got back from nice drive in the such fun car to drive have nice day
37741,7,thank you ooh see you ve read desert islands great book
37742,5,mornin world hmmm was supposed to be up early oh well
37743,5,all is fine thanks you guys dont have any quakes there
37744,8,happy mothers day
37745,8,in when you sign in and sign out repeatedly you re not annoying
37746,5,miss mcfly last night so much was front row centre danny was making me laugh so much lol
37747,7,good morning jess here just wanted to say thank you to everyone following us tell your friends about us please xxx
37748,5,oh my god finally found someone online haha
37749,8,must be getting old and bent that is the second thing you ve said in the last couple of days that has not really been turnon
37750,12,have weird subconscience wonder who will dream next
37751,7,enjoy have good day do not forget to twitpic xxx
37752,3,yes you really should
37753,5,proud trekkie the new star trek movie ruuullzzz
37754,3,omg so exctied
37755,8,if you wanna read something recommend
37756,5,yeah poor yao hope had fun looking at the lakers jerseyz haha enjoy ur time buddy
37757,7,omg yr like goddess to me prove yr love love will lead back are of my fav old skool tracks
37758,11,on th of may we exist years
37759,5,yays poker win that and sketchy student decided to show up today lawl
37760,5,the globe theatre rocks nothing better than romeo juliet as it was supposed to be watched
37761,5,the sun is shinning im off out
37762,5,rsvp ed qiuqiu wedding invitation
37763,7,got saturdays framed signed foto last night and valentino rossi aswell eee what night
37764,8,using yahoo pipes to combine feeds doable reliable guess
37765,10,fighting with mum on mothers day
37766,8,but do know is that am extremely happy with him and would not change him for the world and do not want anybody else
37767,8,love you more cant wait to see ya soon night
37768,7,have you seen the game on the website awesomness go on msn
37769,8,happy mother day and for single dads who plays both mom and dad role enjoy your day too
37770,4,is that like planes trains and automobiles best of luck juan pelota
37771,5,that great weee visitors
37772,9,greenday are coming in december
37773,5,have you seen the game on the website awesomness go on msn
37774,4,it great movie my best is the welsh flatmate
37775,7,correction facetious not sarcastic apologies oh and happy mother day
37776,4,cheers john thanks for following me look forward to your twitterings too think this ll be good place for my rants xxx
37777,5,have you seen the game on the website awesomness go on msn
37778,1,watching mens volleyball on tv for some reason its not as good as womens beach volleyball cant quite place why
37779,4,if everyone constantly retweeted that it would make it
37780,5,at cobra mexican bird flu hub gay bar and hate when they play the mix oh shit freeze frame
37781,5,have you seen the game on the website awesomness go on msn
37782,8,off to lunch with all the people from aikido
37783,12,love pink and do not care today shall not tweet as have to hardcore work with jamie have nice day everyoneeeee xxxxxxloser
37784,8,that not how we share links on twitter yours is and you can view your stats at
37785,8,did notice more men with kids in stores on sat am heading to church and sing in the choir in the st nd services
37786,12,thank you all for the huge response blessings congratulations for us and anna we re indeed family in church love that so much
37787,8,talked with mom al sang song for me again am off to sleep now
37788,5,just came back from seeing the boat that rocked it was an amazingly cool movie definitely getting it on dvd once its out
37789,5,goodnight all in the twitterverse
37790,8,saya yg reply
37791,8,catching up on holiday expenses and two weeks of gift grub
37792,4,so this is where you re getting the for the island
37793,7,thank you judy same back at you
37794,8,off to glue stuff onto poster
37795,2,thanks for the thoughts think ll do that then
37796,12,hungry want scrambled eggs again my grandma always makes perfect scrambled eggs my mum sucks at it so ll go make some myself
37797,5,an happy mother day
37798,7,says love you mom
37799,7,fuck fuck fuck fuck please comment me back ily
37800,5,good morning folks what ya gonna do today it mothers day
37801,5,one for the mum happy mothers day special mention one of our newest members hope was good
37802,4,ll be thinking about how many goals united are going to knock past city how bout you
37803,12,is suppose to be studying
37804,10,mmmm ham yummy have hat hair stupid deli
37805,8,on my way
37806,7,happy happy bday baby girl love ya hope you get everything you want
37807,7,happy happy bday baby girl love ya hope you get everything you want
37808,11,aw well glad to hear you re okay try hot bath or cup of tea maybe to calm you down worry about you
37809,8,always have wanted to go to oz
37810,9,is still awake at am but for way better reasons fantastic night with fantastic people and fantastic food
37811,10,strange day forget all what can
37812,7,morning all and its lovely day at last
37813,8,just saw you on abc news wife and are having discussion as to where you were nunawading or elsewhere
37814,5,having cup of tea have cold so it tasting really good
37815,12,yeah did haha rd episode is up as well
37816,5,yesterday was fun st concert of the year know late xd buena vista social club live for free
37817,8,did you tweet me thought remembered seeing one but cant see it now so glad teatree is ok
37818,5,headed home see yall in the tweets
37819,5,still working on my mom mothers day gift shh its slideshow
37820,7,just texted you but hope you know you are my favorite
37821,12,yeah know what you mean was really worried about it but the exam was fine sure you ll do well
37822,8,yay thanks cover sad ang alist please
37823,4,thick as pig shit went to oxford helena cantab friend description of me to her boyfriend yesterday
37824,4,im kinda tired enough to sleep but migrate has got me up singing along haha
37825,12,little taylor feel sorry for the way she spells her name
37826,3,dh at work dd at party seriously thinking of treating ds and myself to sushi lunch after all it is mother day here
37827,8,hi beautiful how it going
37828,8,says np because of you ne yo music
37829,2,my friend it am here and can not fall asleep need to be counting sheep too ha
37830,12,week away from huh so what do you wanna sip on got cha shhh we will not tell love you
37831,9,you you are great guy too how ur weekend been so far hugs xxx
37832,5,laughs glad that you have self confidence it wonderful trait to have ll applaud extra loud for it okay
37833,8,sftw pot of tea
37834,9,have just slept for hours would have been longer but working this pm
37835,10,ooh am fine how about ya know toooo late sorry for dat
37836,11,watching battlestar galactica season yeah you read it right
37837,8,tell to email me pics officialshew
37838,7,haha one day we will have huge roadtrip
37839,5,also try friendly fires if you have not already heard them great stuff and florence and the machine great great music
37840,8,learnt how to drive manual on the weekend
37841,7,wolverine is awesome love it your such great actor
37842,8,good point mine is on its way how did he get delivered will post pics too wen get him
37843,7,you should get your work everywhere articles etc love it
37844,7,happy mothers day mamma
37845,8,told you it was probable
37846,7,this your house the dog is really sweet
37847,8,tweeten maar
37848,3,err get that now with the timthumb what with the url
37849,11,we got watts chingo bling the chile can not do this thang without bgeezy we need on the show
37850,11,on air celebrating ur mum is there not working la starbucks alone my mum is in hometown so had delay till next week
37851,8,lol ahhh well its good song
37852,4,mexican coca cola in bottle new favorite thing no high fructose corn syrup sugar is so awesomely old school
37853,8,make it full girl
37854,5,had cool lil night now at berrie about to eat pizza waitin for
37855,5,like too how are you
37856,5,the sun is shining and off for driving lesson
37857,7,looking forward to the joy of the hoping its another disaterous race for ferrari and button gets another well deserved win
37858,5,has done the chocoslam with his brother as usual there were some failures finally burnt my tongue hahahaha stupid me
37859,11,yeah guess he does sound bit odd cause he saying really quickly
37860,8,sorry blokey hrs later still holding ur fluffy towel had to dash hope found other means to dry ur self
37861,8,hello well it sunny out but my head is fuzzy and coffee is not brewed yet how your day
37862,7,eerrrrrrrrr no would say not heart ur background though
37863,12,is predicting heavyweight battle between lakers and cleveland on the finals well hopefully crosses his fingers
37864,5,watching videos on facebook makes me feel like the biggest creep which guess am also tweet woohoo
37865,5,paul scanlon sharing from god word this morning he sounding bit hoarse perhaps touch of cold it will not hold our pastor back
37866,11,aw only points we kicked behinds to their we re getting better and better each week
37867,5,lol do not mention it my pleasure
37868,8,this definitely separates professional robber from an amateur one
37869,12,is peace with himself happy mothers day to all
37870,8,went and saw fighting last night with the best friend it was not all that great but channing tatum is amazing
37871,12,airsoft is horrible hope you did not get hurt
37872,4,lookin forward to jam with dj kimosave on the th the loft
37873,5,munchin bacon butties woohoo my faves
37874,5,here and at our evening drink on thursday night in london
37875,7,haha cute and beautiful cool miley
37876,5,eating dillybar from dq yuuum
37877,4,so is it day of pleasure for you or is it personal appearance all in all sounds good day with good weather
37878,8,was certain which show you were talking about by the letter in camera cafe misog think that answers your question
37879,8,actual updateee sleeeping soon watching the lion kinggg
37880,8,sion and sierre are very close about km about from where live no comment about the swiss army dog tags
37881,8,morning world its sunday already think im guna chill at my house day
37882,8,talkin to sum special
37883,7,happy mother day to all the mothers especially mine enjoy ya day mothers
37884,7,happy mother day hugs
37885,12,morning the sun is back me like
37886,5,ay buti pa kayo uy thank you
37887,5,just got the bouquet of flowers for my mom hehehe sweet
37888,5,yep
37889,5,home from work few hours of sleep then putting some miles on the new bike
37890,5,aw frank like that movie it cool do not fully understand but think that cool
37891,12,still bit of warning signal in my head saying you want yesterday headache back ok get yourself coffee then quick
37892,5,why yes bag of goodies lol
37893,8,still up playin rock band woot woot
37894,5,rofl that what we like to hear
37895,11,for because she misses quil so far away nickleback
37896,8,eating pie right now yumm
37897,5,this is for all of you ppl the year anniversary video more to come after the break
37898,5,just printed my mom an amazon gift card for happy mothers day talk about last minute
37899,5,indeed thanks for sharing that now can go to sleep giggling night
37900,6,at least its legal here in kuwait if were not driving suv then will get ticket with big smile
37901,12,sorry to hear that it going okay just tweeting away
37902,10,my shoes taken off and my slippers put on my feet
37903,4,want red cruisers do not like the other ones lmfao
37904,8,sometimes also emoticons sometimes
37905,11,what do you mean it sit funny like the way it looks and took the other part of the nail off it did not hurt that time
37906,7,happy mothers day will be going out later at pm to watch well renowned group of singers
37907,12,just came back well yesterday from the hannah movie loved it went to the highest part of the cinema to dance beautiful songs
37908,9,stitches out very brave boy no anesthetic just cbeebies to dull the pain
37909,8,good have long believed that boys are stupid need to meet new ones the ones know only cause problems
37910,8,just got finished cleaning and putting out my mom presents happy mother day going to sleeeeep
37911,8,see your dog bella
37912,11,yes indeed nice to see you on twitter why do you ask xx
37913,12,misses my mom today she was my best friend and even though she has been gone several yrs still miss her dearly happy mother day
37914,5,good morning ate pizza for breakfast
37915,7,happy mothers day
37916,8,in few hours guess who is sleepin in the living room
37917,5,love waking up and thinking it weekday but then realizing it the weekend
37918,9,thank you xx
37919,9,new toys
37920,12,finally came around to shorten my twitter username from to if you follow me no need to change anything
37921,5,ever it was in she the man aswell love them now want gossip girl too have decided summer spending lots
37922,5,oh fabulous ta with the coffee too obviously although my cup is not large enough to embrace which is its deficiency
37923,5,ok see you at da climbing
37924,12,because you re not exactly in those parts of northern emirates it was richter think
37925,5,just got home so glad decided to go out yay for new friends yay for hug from my crush happy
37926,8,rofl we are not wearing dark grungy though asked bradie if it was ok he said yess
37927,12,might still be eating and drinking then
37928,5,good morning twitterworld slept too less
37929,5,if have friendster add me my email adress add me loco crime st com add me leave some comment
37930,5,happy mothers day
37931,4,still awake lol finished talking to really good brawl player we talking in smashspace ning com join the website if you like ssbb
37932,11,it looks like you have lot of fun with lady gaga
37933,4,hello twitting world we are off to best buddies bbq but untill then jay is on spotify
37934,8,just made tacos and nachos
37935,7,today is my first real mothers day with my son actually here he was not born yet last year can not wait to hug him when get home
37936,5,perfect night best month of my life so far you my boo
37937,5,hey cant wait guys come over jersey woop hope ur lookin ward it coz we
37938,5,hahahaha definitely still writing
37939,12,makes sense that greatfirewallofchina org site to test whether site is blocked in china is blocked in china get that any others
37940,5,yay go wyattt your totally amazing im so happy for you yay
37941,5,well donkey has his own appeal for sure
37942,11,well hovered over the button lol not sleep well tiff and you are welcome
37943,5,had the best night ve had in while
37944,5,oh cool you are coming to berlin
37945,8,spent yesterday nursing one of those only replace vodka with wine and japanese with posh dinner
37946,8,listening to the cat snore
37947,8,mamma who bore me hat es mir echt angetan sst gr en
37948,5,that is so lovely
37949,8,hear you
37950,3,thank you and hope karma beats those fuckers into the ground
37951,11,yay lets welcome mrs mcnugget to twitterverse
37952,5,up and reading the maltese sunday newspaper over coffee aaaah glorious sundays
37953,7,bit late but the new twitterific interface for the iphone is very cool oh and richie and lauren on their engagement
37954,8,how is it is it good
37955,8,how have you been
37956,12,started following queenrania for change
37957,7,awake too early for my liking on sunday but looking at my pictures last night was bloody awesome there are no words
37958,5,finally going home its been long night ready to crash and have awesome dreams
37959,8,yes its am yes we are driving all night back to dallas to lead worship in the morning sleep is overrated
37960,5,surprisingly good day now its time to sleep hopefully sweet dreams await me
37961,5,goooood beer tiiiimes
37962,4,hey tweeterz go on itunes now buy and new hit single tell it like it is
37963,2,gps location here am
37964,5,she is only years and she the funniest thing when she is dancing she sooo happyyyy
37965,4,oh yeah them too lol
37966,5,meeting up with strangers lol alone in vegas amazing
37967,4,yeah for smallville my late night savior it the one where clark meets young flash total awesomeness
37968,10,hate it it should just be english all day everyday
37969,11,yeah sabrina though keep thinking it something else cary grant ain too shabby either bringing up baby
37970,9,love this one especially the shoes anyway gmn punya acc lookbook ya
37971,4,hehe found ya
37972,5,morning
37973,12,take antibacterial to school to clean your hands when you cant go the loos
37974,8,dont associate with fake asses
37975,4,australian hardcore metalcore scene is amazing right now look up third strike and chelsea smile and bmth in days
37976,11,oh you understand french well maybe exxagerated it little bit lol but they all want at least years of exp
37977,7,cool thanks for re tweeting it guys
37978,7,xhausted after an amazing nite at the house corr dinn whatta nite zzz twitterland
37979,8,yeah that fine man no worries
37980,7,just spent the last two hours playing with babe had hella fun love him
37981,4,excellent looks like you ll have some twitterific competition
37982,9,off to work
